income,Col1,Col2,Col3
>50K,191680.999165238,-5.69097839729101,-7.33182577743365
<=50K,101508.99960499,-3.01386723378761,-3.8799343050589
<=50K,309973.999219741,-9.21542620806884,-11.6903625731079
>50K,162297.999335171,-4.81658061084496,-6.23016938151673
<=50K,211677.999415563,-6.29116200070371,-8.00814887806836
<=50K,124743.999037546,-3.69841567835941,-4.84798515084429
<=50K,213920.99937631,-6.35739676669356,-8.09924088367423
<=50K,32213.9994641566,-0.94735086880592,-1.3533359158689
<=50K,309633.999396637,-9.20976149237936,-11.6188875629397
<=50K,125926.99944698,-3.73809916734678,-4.82468471188107
<=50K,446838.99921115,-13.2921863833282,-16.7481722297203
<=50K,276514.999059263,-8.21659912841487,-10.4857497762217
<=50K,51617.9993871163,-1.52415110196685,-2.08701098051153
<=50K,159936.999114371,-4.745088369503,-6.16470244961104
>50K,343591.425054104,14333.7631083902,-38.2681222684576
<=50K,346252.998984156,-10.2928759954304,-13.0770009323738
>50K,268233.999101577,-7.97073442662128,-10.1688960048965
<=50K,202050.99930099,-6.00171935517727,-7.68821509143873
<=50K,54333.9995410934,-1.60743309200191,-2.15383790723022
>50K,410866.998956044,-12.2151103141541,-15.4938350716522
<=50K,249976.999045071,-7.42613365314499,-9.50549599055129
<=50K,286729.999192876,-8.52290607456959,-10.8343289368429
<=50K,212562.999405918,-6.3187465511304,-8.0267206183979
>50K,226295.999289648,-6.7245129920818,-8.57731237428752
<=50K,115584.999446367,-3.42904089657965,-4.45419378041016
>50K,191276.928181066,-9.03334755718015,-1909.32454069064
>50K,202682.999271829,-6.02039898725002,-7.71441084686422
<=50K,171094.999223414,-5.07966925104969,-6.54672454387208
<=50K,249408.999286557,-7.41289414676563,-9.43236759287285
>50K,124190.9990103,-3.6796022146367,-4.85611177470186
>50K,198282.445365054,15018.0895914291,-34.0854527735201
<=50K,149115.999230561,-4.42427155978568,-5.74268919871311
<=50K,188299.999471588,-5.5958082267762,-7.13042450466896
<=50K,103431.999487999,-3.06868551166276,-3.98427523980219
>50K,317660.227526067,7678.54369050427,-25.5375283786446
<=50K,194900.999372196,-5.79096960021814,-7.39524198252864
<=50K,189264.999366712,-5.62300628489327,-7.18812287166378
<=50K,124691.999338688,-3.69956979654859,-4.80339070785076
<=50K,432375.999140928,-12.8594002533122,-16.2395557859404
>50K,65323.9994405455,-1.93293300501297,-2.58531094127293
>50K,335604.928527184,-13.3029119735825,-1899.70129652573
<=50K,377869.119903516,4052.75494445452,-21.3578336706566
<=50K,102863.999421873,-3.05079203483099,-3.9770848079347
<=50K,95646.9992469423,-2.83242248328205,-3.75699004901661
<=50K,303089.998966558,-9.00579112659332,-11.4993029429202
>50K,197370.99918398,-5.86159135793094,-7.52813313551055
<=50K,247551.999026627,-7.35221043159681,-9.43650825933544
<=50K,102631.999552935,-3.04574080302618,-3.94194408237579
<=50K,199914.999448279,-5.94135853988227,-7.56541967399488
<=50K,118852.999308261,-3.5232893905305,-4.61643922707184
<=50K,77142.9995059731,-2.28594105133561,-3.00836765625246
>50K,267988.999261701,-7.9648050112762,-10.1378531280833
<=50K,301605.999360378,-8.96886326888862,-11.3444051317873
>50K,287827.999092961,-8.55401891453004,-10.8972935999155
<=50K,111696.935459515,-6.35041125588067,-1723.24634673918
>50K,114936.999451621,-3.41067062200805,-4.41911455801946
<=50K,365738.999080377,-10.8741180990563,-13.7839828960471
<=50K,69620.999482244,-2.05980046151622,-2.7558200906712
<=50K,43322.9338682043,-4.38921347944593,-1763.72419006332
<=50K,120985.129651054,4382.40262946284,-12.3852057386026
<=50K,254201.999202246,-7.55333845233908,-9.63994839116676
<=50K,146194.999282757,-4.33939319568052,-5.60783495048235
>50K,125932.999369703,-3.73684825351059,-4.84436176077098
<=50K,56919.9993573519,-1.67976026371287,-2.31144596698574
<=50K,163126.999446366,-4.84619671078286,-6.19871365144878
<=50K,34309.9997064102,-1.01528227284351,-1.35718600116364
>50K,81972.9993217863,-2.42710914474112,-3.22546821483373
<=50K,66613.9992266034,-1.96831902578283,-2.6766466456424
<=50K,232781.999352241,-6.91870591064165,-8.8028738376682
<=50K,316867.999355133,-9.42374759691095,-11.9052667102806
>50K,196583.940871571,-8.59821443852419,-1571.4823963812
<=50K,105375.999094599,-3.1206679900371,-4.14008971988935
<=50K,185813.999397422,-5.5216001330311,-7.04311574470784
<=50K,175373.999509159,-5.21287372453486,-6.62693949309242
<=50K,108292.999456662,-3.21444979296534,-4.15351054408209
<=50K,181231.917768285,-9.22383445851281,-2185.94356433243
<=50K,186008.99922264,-5.52403807915072,-7.0963535581514
<=50K,198182.999327799,-5.88800384915384,-7.52659752115664
<=50K,163002.999374923,-4.84092246087599,-6.21527036597231
<=50K,296157.999348428,-8.80647446406277,-11.1448736547028
<=50K,187714.999191253,-5.5736558818627,-7.17480408405708
<=50K,214541.999408917,-6.37626894902334,-8.11655192433778
<=50K,494222.930969367,-17.9025842156596,-1834.56750775053
<=50K,191534.999331353,-5.68824207797763,-7.30139047339099
<=50K,228455.999186066,-6.786378764888,-8.68992617339894
<=50K,252751.999348594,-7.51339136060657,-9.54275856011805
<=50K,78373.9993688864,-2.3205404371507,-3.08309045979515
<=50K,88418.9995153384,-2.62200752845912,-3.4224637460171
>50K,201079.999213718,-5.97241414298391,-7.65999608988567
<=50K,207156.999297155,-6.15476147963925,-7.86574203718762
<=50K,235484.999227492,-6.99708790854714,-8.93242075007236
<=50K,102627.999321329,-3.04211281217628,-3.99141992565951
<=50K,25827.9997492011,-0.763770108000517,-1.02884494749413
<=50K,54825.9992427171,-1.61929861625969,-2.21552256626846
<=50K,124952.925609695,-7.20292077011249,-1984.77245622667
<=50K,175324.999411537,-5.20852010209835,-6.66279383332803
>50K,96061.925526093,-6.33428502262834,-1980.74473749963
<=50K,428029.999091617,-12.7283275657887,-16.0998384418741
>50K,149623.999437588,-4.4434146872087,-5.70686264194621
<=50K,253813.999367095,-7.54666002222903,-9.56209597480658
<=50K,312955.999316044,-9.30577535606412,-11.7792055187094
<=50K,483776.998989752,-14.3879787065981,-18.1737532364597
<=50K,183929.999569749,-5.4697128637305,-6.91745045414585
<=50K,37273.9994586578,-1.09564114696966,-1.56913779406261
>50K,181343.999256756,-5.38560049004896,-6.91679016174337
<=50K,114579.999340069,-3.39844602568525,-4.42860518287972
<=50K,633741.998835797,-18.8511808640283,-23.7651242500086
>50K,286369.999171726,-8.51200170146185,-10.8241696111363
>50K,29053.9994931954,-0.853552531393934,-1.2316957476739
<=50K,304029.999202507,-9.0382497299379,-11.4729889171887
<=50K,143128.999321561,-4.24827831136705,-5.49063824647884
<=50K,99927.9994410201,-2.96258304033347,-3.87678310087061
>50K,109566.999297733,-3.25190072342239,-4.21219682899894
<=50K,155221.999371078,-4.61032540915035,-5.91410602488397
<=50K,159566.999467413,-4.74005154083921,-6.06774116637643
<=50K,523909.998870509,-15.5812449903951,-19.6865890991273
<=50K,120938.999281469,-3.58646551454933,-4.68226123280622
<=50K,130759.999377905,-3.88221286365884,-5.00378618063782
<=50K,197386.999440239,-5.86611414729979,-7.47190123565751
<=50K,99373.9994249217,-2.94686697521529,-3.84771814196734
>50K,56795.4176663443,14082.3008773919,-27.1367007737833
>50K,138992.216121956,7293.86254379632,-18.1974457441269
<=50K,32920.9996188904,-0.970810030659827,-1.34556299916984
<=50K,397316.92917048,-15.1255740688346,-1890.92747473049
>50K,259322.999062931,-7.70375910658637,-9.85916381893153
<=50K,254816.949189133,-9.93662384573369,-1349.64793537661
<=50K,48210.9994896917,-1.42468591221727,-1.9335772073809
<=50K,140163.999551008,-4.16357317997303,-5.33029968965081
>50K,128757.216136482,7294.16674041261,-17.8108549849729
<=50K,36269.9994584856,-1.06632052341781,-1.52515596748448
>50K,210563.445286242,15017.7226324641,-34.5285336439006
<=50K,65367.9997219156,-1.94124543103988,-2.49429381892774
<=50K,160942.999276921,-4.77820332997992,-6.15890210551454
>50K,208357.999286961,-6.19038714584832,-7.91241161324919
<=50K,153789.999369992,-4.56657201605957,-5.87416921196106
<=50K,85814.9992136862,-2.53993617179538,-3.39037110691719
>50K,125416.999228868,-3.71964769117368,-4.85211103328148
>50K,635912.998724349,-18.9127119730591,-23.8862766548434
<=50K,313320.999035543,-9.31238257484469,-11.8529994012067
<=50K,182608.999277893,-5.42241294338721,-6.97293724391546
<=50K,109433.999284858,-3.24289501168428,-4.2672538899661
<=50K,255003.999349511,-7.58053578597453,-9.62532687119251
<=50K,197859.999355425,-5.87874982915413,-7.50945536164078
<=50K,51743.9166660036,-5.4138294365558,-2208.16920764425
<=50K,176680.999215256,-5.24778844203167,-6.73320171722809
<=50K,140358.999237163,-4.16530495694322,-5.39701221108166
<=50K,243312.999426439,-7.23345794159981,-9.17676317584608
<=50K,167687.040878109,1404.02329017535,-8.95629259718793
<=50K,314208.998849898,-9.33790341301275,-11.903485350858
<=50K,176795.999058086,-5.24706275498423,-6.79192750306547
<=50K,538583.108029238,3657.9751307323,-26.6983340832963
<=50K,130407.999347065,-3.87011410977892,-5.01082730480936
<=50K,159731.99945297,-4.74457706136793,-6.07886115176743
<=50K,110977.999439662,-3.29266301275629,-4.27413999920683
>50K,76713.9994836867,-2.27141445930421,-3.01385541412335
<=50K,268699.999005858,-7.98318338558338,-10.2064154017493
<=50K,170524.99930743,-5.06419442125656,-6.50493304253183
>50K,180137.999252214,-5.34844109935953,-6.88691008697771
>50K,115075.999304508,-3.40981503932502,-4.48843578606602
<=50K,115457.999530779,-3.42746248109541,-4.42046971150334
>50K,347889.999088443,-10.342594819385,-13.1224993998485
<=50K,196000.99931498,-5.82465343293881,-7.42709228675051
<=50K,273904.999303444,-8.14163994622561,-10.3477098071432
<=50K,179487.934355944,-8.402722599708,-1747.82959611673
>50K,236595.999040733,-7.02718313269062,-9.01565387402306
<=50K,183915.999379281,-5.46444829826405,-6.98090412526569
>50K,207577.925444365,-9.6521508449955,-1984.9135048716
>50K,112762.99935558,-3.34441878502302,-4.35971341403531
<=50K,390780.999018985,-11.6188700586416,-14.7252269101386
<=50K,171327.999151144,-5.08660030069952,-6.55815094145932
<=50K,27381.9996720507,-0.806627257607654,-1.12944888097737
<=50K,259013.999078365,-7.69762279264041,-9.81099442634975
>50K,303043.999127017,-9.00776076973126,-11.4524635232449
<=50K,117788.99955631,-3.49727273343842,-4.50116724334077
<=50K,172578.99940299,-5.12754785018037,-6.55181570169115
<=50K,187665.999220186,-5.5726810882178,-7.16608420148033
<=50K,204517.999173547,-6.07447565507382,-7.79266886782909
<=50K,150041.999361233,-4.45474088990521,-5.73818086609024
<=50K,98091.9992897669,-2.90485845615178,-3.85035010987736
<=50K,245917.999507915,-7.31485368680012,-9.2253497109434
<=50K,146013.119844945,4059.66192012182,-12.8013386029235
<=50K,378321.999192143,-11.2505813248212,-14.2255136214157
>50K,257294.999136996,-7.64226726683099,-9.79436001898193
>50K,21173.9992521228,-0.615487824695357,-0.988668712023345
<=50K,185479.999334966,-5.50924135587558,-7.0613748161669
>50K,222204.999308431,-6.60308773064878,-8.42035529759193
>50K,69866.9992228897,-2.06513788514596,-2.79790834786447
<=50K,191260.030875634,1049.31171561185,-9.06699194677394
<=50K,30653.0707018694,2406.10437448013,-5.65639296623318
<=50K,209108.999388877,-6.21460270966598,-7.91454922025846
<=50K,70376.9995171752,-2.08474398032304,-2.75394817457873
<=50K,477982.998910559,-14.2142385525489,-17.9762171791304
>50K,170924.216002778,7292.91327457894,-19.4039623851036
<=50K,190173.999326615,-5.64944632962147,-7.23064130847357
<=50K,193786.99941752,-5.75840386895527,-7.34507796330241
>50K,279472.216043326,7289.68080513571,-23.4231023840098
<=50K,34917.9996962928,-1.03361370389718,-1.37732242558087
>50K,97688.1531478328,5175.09601845815,-12.9303823300479
<=50K,175412.999338853,-5.20952705955665,-6.687504505468
<=50K,173959.999099379,-5.16292556246571,-6.68159328449942
<=50K,205758.999442725,-6.11532690638194,-7.78288322691783
>50K,425161.445022902,15011.3364034586,-42.5378445443002
>50K,220530.999175976,-6.54924641524282,-8.41009681606347
<=50K,176608.99918711,-5.24293002093539,-6.76344430185128
<=50K,371986.999202761,-11.0619379535776,-13.9901525623556
<=50K,193883.999186147,-5.7579687370661,-7.39645836098753
<=50K,200351.99928855,-5.95141920778575,-7.62227507273946
<=50K,127594.999439775,-3.7875492875191,-4.88910560045271
<=50K,220418.999303121,-6.54824496110274,-8.37385799515851
<=50K,231930.99939757,-6.8935745197749,-8.76728206181514
<=50K,248401.99933091,-7.38346405150753,-9.38679350916635
<=50K,111094.999198275,-3.29474161089562,-4.3038887202918
<=50K,57423.9994095251,-1.6954542743306,-2.31994895580047
<=50K,278129.999328305,-8.26883970471053,-10.4869744329215
<=50K,169468.999220008,-5.02762018214638,-6.52948388926434
>50K,146268.227573088,7683.64718396524,-19.1823576527225
<=50K,153717.999542117,-4.5683735232281,-5.81877193828587
>50K,217459.99932023,-6.46148719598029,-8.24775886939571
>50K,238638.129337082,4378.90405202373,-16.8137783160346
<=50K,303295.999297076,-9.01779278822868,-11.4257784261926
<=50K,173320.999271467,-5.14676650422606,-6.61795719411094
<=50K,193944.999392915,-5.76221911016434,-7.3623373456087
<=50K,83081.9993650594,-2.46138284242581,-3.25009892428543
>50K,193814.999319995,-5.75770517578199,-7.36779848508778
>50K,34986.9994168556,-1.02799952614892,-1.48051009166574
<=50K,59305.9995645068,-1.75563594210443,-2.33536169383453
>50K,142897.216139987,7293.74553196003,-18.3329438021126
>50K,205606.999295523,-6.10848857266506,-7.80970910735938
<=50K,199697.999504149,-5.93800218969899,-7.51882813276277
<=50K,191953.999429452,-5.70398504042377,-7.27484838346016
<=50K,138713.99898771,-4.11187312141572,-5.39742110246876
<=50K,399086.999210263,-11.869351081541,-14.9892255943273
<=50K,423157.999107346,-12.5844794000486,-15.9042342760722
<=50K,159840.999148235,-4.74494837757361,-6.12775176627506
<=50K,174307.999307939,-5.17668318930094,-6.64715026840472
<=50K,50355.9439864903,-4.10573504179926,-1487.04340468345
<=50K,186109.999319616,-5.52787868744876,-7.08685259658494
<=50K,200380.999374858,-5.95421198241256,-7.59748692749335
<=50K,174308.999028482,-5.1751400365299,-6.67573150635017
<=50K,78382.999180492,-2.31765890137364,-3.12756938350265
>50K,187727.928825075,-8.90354232297462,-1894.16249366084
<=50K,321170.9989531,-9.54498898763615,-12.1605775292906
<=50K,127921.059949821,2046.20644309734,-8.61220225476668
<=50K,206564.999237961,-6.13577825586036,-7.86198332404764
<=50K,224562.999368461,-6.67409263383615,-8.49618688411918
<=50K,178685.999225272,-5.30578249379756,-6.82717303562853
<=50K,98544.9992491088,-2.91964621281535,-3.85336292556308
<=50K,242605.999094115,-7.20741626243473,-9.22149845758785
<=50K,270941.999389579,-8.05511526015946,-10.2147569791694
<=50K,94234.9994893977,-2.79481686514739,-3.64344047197655
<=50K,71194.9992785584,-2.10356335733721,-2.8581263658467
<=50K,104111.999608954,-3.09164725522769,-3.97311190805631
<=50K,261191.999148663,-7.76172173986653,-9.89816682428818
<=50K,94935.999523359,-2.81611752658711,-3.6631082068162
>50K,296478.215909787,7289.17567006426,-24.0731015236815
>50K,119272.216141017,7294.44938726026,-17.4617000372195
<=50K,85042.999523581,-2.52341625253324,-3.27425674369505
<=50K,293363.999328244,-8.72248595051979,-11.0512912437991
<=50K,241894.999180696,-7.18725214937357,-9.17999632425839
<=50K,101127.999269618,-2.99809106020747,-3.93013421202001
<=50K,156463.999440544,-4.64853514095219,-5.94315329360798
>50K,117962.999427799,-3.50039833182949,-4.53658423965221
<=50K,192261.999410643,-5.71289544442508,-7.29010249015399
>50K,111362.999435629,-3.30396609453882,-4.29053326182121
<=50K,329751.999085251,-9.80347278261268,-12.4389635888897
>50K,95431.9994112112,-2.82928693938477,-3.70452353784101
<=50K,161399.999078914,-4.78891724551973,-6.21701803550239
>50K,96128.9993893536,-2.849660200564,-3.73560810615516
<=50K,111948.9993666,-3.32096898135793,-4.31997849975468
<=50K,117124.99950412,-3.47679773066632,-4.48696686066346
<=50K,348021.999175394,-10.349492914173,-13.0893169596184
>50K,270091.998970377,-8.02396432483895,-10.2670981270133
<=50K,180608.999245449,-5.36282812112026,-6.90033725802695
>50K,174574.94090156,-7.94271024196168,-1570.66724416883
<=50K,410438.999151246,-12.2050072801433,-15.4399878316931
<=50K,92261.9995103005,-2.73636432543011,-3.56612823094814
<=50K,183080.999121845,-5.4346797551522,-7.01717664219941
<=50K,362588.999308518,-10.7859569395701,-13.5924661604862
>50K,212447.999074462,-6.30846072229033,-8.11526815496503
<=50K,481059.998944373,-14.3064028502826,-18.0825485098937
<=50K,185884.999482032,-5.52632849941466,-7.01186547595501
<=50K,89820.9996982946,-2.66928315397369,-3.40272897071192
>50K,184017.999290087,-5.46571141662642,-7.00892011053394
<=50K,256648.999154097,-7.62651002913402,-9.72882403958677
<=50K,160322.999278348,-4.75977033034108,-6.1354437237235
<=50K,350844.999356415,-10.4374491379891,-13.1413890599145
<=50K,267403.999254808,-7.94832116902773,-10.1053944107712
<=50K,35632.9996243997,-1.05162831344986,-1.44513237085799
<=50K,80913.9993728823,-2.39714846841388,-3.16569562677304
<=50K,172926.999293516,-5.13442861416253,-6.60982804540722
<=50K,174318.999165856,-5.17489834780831,-6.67750678551697
<=50K,214954.911921465,-10.5119109710823,-2347.16930174357
<=50K,344990.999237917,-10.2585839101476,-12.9824609769967
<=50K,108698.999318499,-3.22298460393217,-4.21544655468083
<=50K,117311.999403021,-3.48074057856294,-4.516543023546
<=50K,396098.999236513,-11.78198712182,-14.8583662968568
<=50K,134151.999451433,-3.98298427399454,-5.12958874930172
>50K,162027.90926118,-9.07581690016132,-2421.13206718239
<=50K,25428.999736625,-0.751632467801611,-1.01742729814718
<=50K,232391.999429853,-6.90828010500803,-8.77163952850579
>50K,220097.999291864,-6.5400945449249,-8.34581102587479
<=50K,301301.999241964,-8.95659051012625,-11.3753614239095
<=50K,277945.9991156,-8.26009501780168,-10.5262992671684
<=50K,196163.999343132,-5.82856441181397,-7.4431804162724
<=50K,115561.999329358,-3.42750989302457,-4.46761149456716
<=50K,96974.9993419291,-2.8741924994351,-3.77631961930214
>50K,86871.9995018531,-2.57423962255664,-3.38575087033145
>50K,132177.999204023,-3.91946363671999,-5.12121629252067
<=50K,416102.999201603,-12.3757802249452,-15.6231222986152
<=50K,108573.999490056,-3.22182935058991,-4.17434529961912
>50K,288352.999063825,-8.56920684506021,-10.9231202112889
<=50K,227688.999228079,-6.76295960922499,-8.66680544938606
<=50K,166480.918131907,-8.7900566404533,-2185.31933472609
>50K,445381.925137457,-16.7288998756839,-1993.79021920294
<=50K,110144.999489078,-3.26860668078441,-4.23279442477352
<=50K,317252.999110788,-9.43203801324292,-11.965887390531
<=50K,364656.999121961,-10.8415923065046,-13.7460676686599
<=50K,42345.9994865896,-1.25095012228618,-1.70561437073189
<=50K,241950.999371508,-7.19206976351383,-9.1380550596639
<=50K,118499.999430415,-3.51653248082971,-4.55460684497336
>50K,188386.44535454,15018.3845325784,-33.7221231118779
<=50K,1033221.99836413,-30.741175791671,-38.6521662920714
>50K,92439.9994189064,-2.73941903348079,-3.60243514341629
<=50K,190761.999173207,-5.66485154668195,-7.28304011654119
<=50K,426016.999152207,-12.6722898772043,-15.9770465814599
<=50K,243866.999276224,-7.24774395857053,-9.22889610196819
<=50K,240282.99927736,-7.14099643850467,-9.09620610565084
<=50K,61776.9996474064,-1.83144903931653,-2.39775911153763
<=50K,175024.064200284,2170.79247741224,-10.4302691432368
>50K,92002.9994677453,-2.7279155338395,-3.56660104957566
<=50K,188400.999386884,-5.59756793066248,-7.1520087617557
<=50K,228527.999317544,-6.79206366991144,-8.6461827216902
<=50K,133372.999438134,-3.95775275541815,-5.12524895818365
<=50K,255190.946704593,-10.0684034670572,-1417.65168096774
<=50K,204652.999342193,-6.07796128536476,-7.79777000730947
>50K,222288.999022798,-6.60130192938792,-8.4843638429085
<=50K,287479.999092222,-8.54360438307617,-10.8850935312976
<=50K,204116.063823149,2167.93303109256,-11.5968248050458
>50K,29661.9996010403,-0.874782092547899,-1.21338410284698
<=50K,116357.925619176,-6.94707001333772,-1984.45254508608
>50K,208404.999293451,-6.19083002725984,-7.92509507827785
<=50K,284843.016814411,585.534455178193,-11.8377175612529
<=50K,117017.999422802,-3.47228624220802,-4.50133938853035
<=50K,81280.9995697938,-2.41021020242019,-3.14717483066875
<=50K,340147.999081605,-10.1120357601467,-12.8360643183796
<=50K,363424.999175103,-10.8065354889647,-13.6791460829964
<=50K,45856.9994348035,-1.35440118501018,-1.85055510504146
<=50K,191072.999431354,-5.67780544434275,-7.24149763104209
>50K,116631.999328028,-3.45935152335627,-4.50754148948163
<=50K,405854.999153015,-12.0699906175101,-15.2526283928814
<=50K,298226.999354374,-8.86814891298856,-11.2205624175204
<=50K,290520.999123327,-8.63478131705253,-10.989275597039
<=50K,56914.9993336027,-1.68108102023173,-2.29479032090615
<=50K,146537.999522004,-4.35288903267609,-5.57339869757308
<=50K,206398.999461261,-6.13466729912014,-7.80255066997232
>50K,197331.999183698,-5.85908799716147,-7.54251177751932
>50K,245061.999024647,-7.27951799106184,-9.32719315927502
>50K,234884.999188439,-6.97890594964973,-8.91534706513064
>50K,72886.9994170664,-2.15792245944757,-2.86909972665811
<=50K,180373.999386501,-5.35851714778425,-6.85486407984126
<=50K,351298.999081322,-10.4431770198566,-13.2601048648012
<=50K,54011.9995513101,-1.59605854260417,-2.16259682238146
<=50K,116631.999326345,-3.45928605825188,-4.50825019255487
<=50K,288824.999030087,-8.58286431088016,-10.9465920100945
<=50K,132600.999394001,-3.93490100780939,-5.09654610444883
<=50K,193373.999188986,-5.74288715100179,-7.37617112780051
<=50K,170069.99950379,-5.05513850877659,-6.42799413775961
<=50K,126707.999331774,-3.75769140430622,-4.90078194797012
<=50K,35597.9993494214,-1.04650413138582,-1.50187578231258
<=50K,33982.9994832091,-1.00037165560539,-1.41419099270034
>50K,192775.925412949,-9.21218845565632,-1984.35656503357
>50K,118550.999517834,-3.52146172927533,-4.51315480579335
>50K,201964.999075031,-5.99681274792983,-7.72079418362959
<=50K,285019.999215496,-8.47233796135672,-10.7660725574266
<=50K,303989.999188621,-9.03504015092052,-11.4957285657523
<=50K,49400.9992294907,-1.457183517952,-2.02166005666405
<=50K,279195.999113193,-8.29726710310572,-10.5732191231783
<=50K,211869.999566053,-6.30236647496554,-7.94523904536821
<=50K,281431.9993683,-8.36865663878061,-10.5902941492147
<=50K,161154.999441785,-4.78707497698991,-6.13059944672216
<=50K,197903.999445663,-5.88191487536465,-7.48582674582554
<=50K,111745.999423634,-3.31476389254109,-4.31233542395747
<=50K,170720.999325054,-5.07191851862076,-6.48945453697534
<=50K,70099.9995842949,-2.07920366704185,-2.70933577259454
<=50K,193625.99926643,-5.75137623774216,-7.37092384169108
<=50K,189774.999474552,-5.64159770605631,-7.16297348036097
<=50K,286966.998971238,-8.52620251568971,-10.8955964666381
<=50K,164426.999258319,-4.88159027969742,-6.29269622605072
>50K,91039.4455494305,15021.2805516065,-30.0752361064429
<=50K,347933.999106005,-10.3447598233968,-13.1133492404174
<=50K,371372.999007987,-11.0408458052748,-14.0076408889639
<=50K,32219.9994599586,-0.945657151007584,-1.37566230092075
<=50K,187250.999379357,-5.56458328279169,-7.09474814997251
<=50K,178106.999408905,-5.29305524371868,-6.74587327171301
<=50K,343120.999099389,-10.2012367024355,-12.9376199686809
<=50K,262748.999383515,-7.81158813638985,-9.90601598154162
<=50K,403106.999196314,-11.9888603126064,-15.140992144683
<=50K,64292.9995745446,-1.90484704683943,-2.51143232095946
<=50K,324959.999282187,-9.66275417473138,-12.2308598766879
<=50K,114059.999160811,-3.38028876530664,-4.44746748868994
<=50K,48924.9993323401,-1.44309237423184,-1.99948316532154
<=50K,180979.999113581,-5.37228078139229,-6.93753356835348
<=50K,181053.999429355,-5.37930431011453,-6.87204968304671
<=50K,388092.999193909,-11.5414297905661,-14.5886451083702
<=50K,249608.999491648,-7.42481430038528,-9.36207642494743
